Variable Name	Variable Description	Data File Name	Data File Description	Begin Year	EndYear	Component	Use Constraints
LBXVMC	Blood Methylene Chloride (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVMCP	Blood Methylcyclopentane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVME	Blood Methyl-tert-butyl ether (MTBE) (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVNB	Blood Nitrobenzene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVOX	Blood o-Xylene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVTC	Blood Trichloroethene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVTE	Blood 1,1,1-Trichloroethane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVTFT	Blood aaa - Trifluorotoluene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVTHF	Blood Tetrahydrofuran (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVTO	Blood Toluene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVTP	Blood 1,2,3-Trichloropropane (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVVB	Blood Vinyl Bromide (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
LBXVXY	Blood m-/p-Xylene (ng/mL)	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
SEQN	Respondent sequence number.	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
WTSVS2YR	Two year smoking weights	VOCWBS_I	Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample	2015	2016	Laboratory	None
SEQN	Respondent sequence number.	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDCNPLC	Mono(carboxynonyl) phthalate comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDCOPLC	Mono(carboxyoctyl) phthalate comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDECPLC	Mono-2-ethyl-5-carboxypentyl phthalate comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDHIBLC	Mono-2-hydroxy-iso-butyl phthalate Comment Code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDMBPLC	Mono-n-butyl phthalate comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDMC1LC	Mono-(3-carboxypropyl) phthalate comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDMCHLC	Cyclohexane 1,2-dicarboxylic acid monohydroxy isononyl ester comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDMCOLC	Cyclohexane-1,2-dicarboxylic acid-mono(carboxyoctyl) ester phthalate Comment Code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDMEPLC	Mono-ethyl phthalate comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDMHBLC	Mono-3-hydroxy-n-butyl phthalate Comment Code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDMHHLC	Mono-(2-ethyl-5-hydroxyhexyl) phthalate comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDMHPLC	Mono-(2-ethyl)-hexyl phthalate comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDMIBLC	Mono-isobutyl phthalate comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDMNPLC	Mono-isononyl phthalate comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDMOHLC	Mono-(2-ethyl-5-oxohexyl) phthalate comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URDMZPLC	Mono-benzyl phthalate comment code	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXCNP	Mono(carboxynonyl) Phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXCOP	Mono(carboxyoctyl) Phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXECP	Mono-2-ethyl-5-carboxypentyl phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXHIBP	Mono-2-hydroxy-iso-butyl phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXMBP	Mono-n-butyl phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXMC1	Mono-(3-carboxypropyl) phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXMCOH	Cyclohexane-1,2-dicarboxylic acid-mono(carboxyoctyl) ester phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXMEP	Mono-ethyl phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXMHBP	Mono-3-hydroxy-n-butyl phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXMHH	Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXMHNC	Cyclohexane 1,2-dicarboxylic acid monohydroxy isononyl ester (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXMHP	Mono-(2-ethyl)-hexyl phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXMIB	Mono-isobutyl phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXMNP	Mono-isononyl phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXMOH	Mono-(2-ethyl-5-oxohexyl) phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
URXMZP	Mono-benzyl phthalate (ng/mL)	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
WTSB2YR	Environmental B 2-year weights	PHTHTE_I	Phthalates and Plasticizers Metabolites - Urine	2015	2016	Laboratory	None
SEQN	Respondent Sequence Number	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URD1DCLC	N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URD2DCLC	N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URD2MHLC	2-methylhippuric acid comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URD34MLC	3-methylhippuric acid & 4-methylhippuric acid comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDAAMLC	N-acetyl-S-(2-carbamoylethyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDAMCLC	N-acetyl-S-(N-methylcarbamoyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDATCLC	2-amnothiazolne-4-carbxylic acid comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDBMALC	N-acetyl-S-(benzyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDBPMLC	N-acetyl-S-(n-propyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDCEMLC	N-acetyl-S- (2-carboxyethyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDCYALC	N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDCYMLC	N-acetyl-S-(2-cyanoethyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDDHBLC	N-acetyl-S-(3,4-dihidroxybutyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDDPMLC	N-acetyl-S-(dimethylphenyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDGAMLC	N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDHEMLC	N-acetyl-S-(2-hydroxyethyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDHP2LC	N-acetyl-S- (2-hydroxypropyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDHPMLC	N-acetyl-S- (3-hydroxypropyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDMADLC	Mandelic acid comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDMB1LC	N-acetyl-S-(1-hydroxymethyl)-2-Propenyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDMB2LC	N-acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDMB3LC	N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDPHELC	N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDPHGLC	Phenylglyoxylic acid comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDPM1LC	N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDPM3LC	N-Acetyl-S-(4-hydroxy-2-methyl-2-buten-1-yl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDPMALC	N-acetyl-S-(phenyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDPMMLC	N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URDTCVLC	N-acetyl-S-(trichlorovinyl)-L-cysteine comment code	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URX1DC	N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URX2DC	N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URX2MH	2-methylhippuric acid (ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URX34M	3-methylhippuric acid & 4-methylhippuric acid(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXAAM	N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXAMC	N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXATC	2-aminothiazoline-4-carboxylic acid(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXBMA	N-acetyl-S-(benzyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXBPM	N-acetyl-S-(n-propyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXCEM	N-acetyl-S-(2-carboxyethyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXCYHA	N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) (ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXCYM	N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXDHB	N-acetyl-S-(3,4-dihidroxybutyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXDPM	N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXGAM	N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXHEM	N-acetyl-S-(2-hydroxyethyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXHP2	N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXHPM	N-acetyl-S- (3-hydroxypropyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXIPM1	N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine (ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXIPM3	N-Acetyl-S-(4-hydroxy-2-methyl-2-buten-1-yl)-L-cysteine (ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXMAD	Mandelic acid(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXMB1	N-acetyl-S-(1-hydroxymethyl)-2-propenyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXMB2	N-acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXMB3	N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine (ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXPHE	N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXPHG	Phenylglyoxylic acid(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXPMA	N-acetyl-S-(phenyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXPMM	N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
URXTCV	N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL)	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
WTSA2YR	Subsample A Weights	UVOC_I	Volatile Organic Compound (VOC) Metabolites - Urine	2015	2016	Laboratory	None
SEQN	Respondent Sequence Number.	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URD1DCLC	N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URD2DCLC	N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URD2MHLC	2-methylhippuric acid comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URD34MLC	3-methylhippuric acid & 4-methylhippuric acid comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDAAMLC	N-acetyl-S-(2-carbamoylethyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDAMCLC	N-acetyl-S-(N-methylcarbamoyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDATCLC	2-amnothiazolne-4-carbxylic acid comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDBMALC	N-acetyl-S-(benzyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDBPMLC	N-acetyl-S-(n-propyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDCEMLC	N-acetyl-S- (2-carboxyethyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDCYALC	N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDCYMLC	N-acetyl-S-(2-cyanoethyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDDHBLC	N-acetyl-S- (3,4-dihidroxybutyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDDPMLC	N-acetyl-S-(dimethylphenyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDGAMLC	N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDHEMLC	N-acetyl-S-(2-hydroxyethyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDHP2LC	N-acetyl-S- (2-hydroxypropyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDHPMLC	N-acetyl-S- (3-hydroxypropyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDMADLC	Mandelic acid comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDMB1LC	N-acetyl-S-(1-hydroxymethyl)-2-Propenyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDMB2LC	N-acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDMB3LC	N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDPHELC	N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDPHGLC	Phenylglyoxylic acid comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDPM1LC	N-Acetyl-S-(2-hydroxy-3-methyl-3-buten-1-yl)-L-cysteine + N-Acetyl-S-(2-hydroxy-2-methyl-3-buten-1-yl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDPM3LC	N-Acetyl-S-(4-hydroxy-2-methyl-2-buten-1-yl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDPMALC	N-acetyl-S-(phenyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDPMMLC	N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URDTCVLC	N-acetyl-S-(trichlorovinyl)-L-cysteine comment code	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URX1DC	N-acetyl-S-(1,2-dichlorovinyl)-L-cysteine (ng/mL)	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
URX2DC	N-acetyl-S-(2,2-dichlorovinyl)-L-cysteine (ng/mL)	UVOCS_I	Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample	2015	2016	Laboratory	None
